Hook_ID,Hook_Text,Primary_Tone,Psychology_Triggers,Niche_Categories,Hook_Structure,Target_Audience,Content_Format,Hook_Length,Uses_Variables,Category
HOOK_279,# things you should never put in your (insert noun).,Corrective/Urgent,"Belief Challenge, Fear of Loss/Warning",General/Universal,Direct Statement,Broad/General,General,52,Yes,MYTH BUSTING
HOOK_280,(insert noun) are not as disgusting as you think.,Myth-Busting/Educational,Belief Challenge,General/Universal,Direct Statement,Broad/General,General,49,Yes,MYTH BUSTING
HOOK_281,(insert noun) is better for (insert result) than (insert noun). And yes I am going to back up my claim with studies.,Teaching/Corrective,"Belief Challenge, Authority/Credibility",General/Universal,Direct Statement,Broad/General,Data-Backed,116,Yes,MYTH BUSTING
HOOK_282,Being (insert result) is not just based on (insert noun).,Myth-Busting/Educational,Belief Challenge,General/Universal,Direct Statement,Broad/General,General,57,Yes,MYTH BUSTING
HOOK_283,You may not believe this but I could have been (insert adjective) then this guy/girl if I had just changed a few things.,Corrective/Urgent,"Belief Challenge, Conspiracy/Revelation",General/Universal,Direct Statement,Broad/General,General,120,Yes,MYTH BUSTING
HOOK_284,I started my (insert business) when I was (insert age) with (insert $).,Personal/Narrative,"Personal Connection/Relatability, Financial Success, First-Person Authority","Business/Entrepreneurship, Life Journey/Age-Specific",Personal Declaration,Age-Specific,General,71,Yes,STORYTELLING
HOOK_285,X years ago my (insert person) told me (insert quote).,Reflective/Nostalgic,"Personal Connection/Relatability, Time-Based Journey, First-Person Authority",General/Universal,Time-Based Opening,Broad/General,Story/Narrative,54,Yes,STORYTELLING
HOOK_286,I have (insert time) to get my sh*t together.,Raw/Edgy,"Personal Connection/Relatability, High Stakes/Pressure, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,45,Yes,STORYTELLING
HOOK_287,I don't have a backup plan so this kind of needs to work.,Personal/Narrative,"Personal Connection/Relatability, High Stakes/Pressure",Career/Work,Personal Declaration,Broad/General,General,57,No,STORYTELLING
HOOK_288,This is how my (insert event/item/result) changed my life.,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Story Promise,Broad/General,General,58,Yes,STORYTELLING
HOOK_289,So about a month ago my (insert person) and I did (insert action).,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,66,Yes,STORYTELLING
HOOK_290,I have (insert action) over (insert #) in my life.,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,50,Yes,STORYTELLING
HOOK_291,This is a picture of my (insert what picture is).,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,49,Yes,STORYTELLING
HOOK_292,X years ago I decided to (insert decision).,Reflective/Nostalgic,"Personal Connection/Relatability, Time-Based Journey",Life Changes/Fresh Start,Time-Based Opening,Broad/General,Story/Narrative,43,Yes,STORYTELLING
HOOK_293,Yesterday I was at (insert location) when I noticed something (insert adjective).,Personal/Narrative,"Personal Connection/Relatability, Time-Based Journey",General/Universal,Personal Declaration,Broad/General,General,81,Yes,STORYTELLING
HOOK_294,X years ago I was (insert action) because I (insert pain point).,Reflective/Nostalgic,"Personal Connection/Relatability, Time-Based Journey",General/Universal,Time-Based Opening,Broad/General,Story/Narrative,64,Yes,STORYTELLING
HOOK_295,Is it possible to (insert action) while (insert action) in X days.,Reflective/Nostalgic,Personal Connection/Relatability,General/Universal,Time-Based Opening,Broad/General,General,66,Yes,STORYTELLING
HOOK_296,When is it time to do (insert action).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,38,Yes,STORYTELLING
HOOK_297,So I did (insert action) last week.,Personal/Narrative,"Personal Connection/Relatability, Time-Based Journey",General/Universal,Personal Declaration,Broad/General,General,35,Yes,STORYTELLING
HOOK_298,When I was (insert description) I was always (insert bad habit).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Variable/Customizable,General,64,Yes,STORYTELLING
HOOK_299,"If you are anything like me, you take your (insert event/item) very seriously.",Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,78,Yes,STORYTELLING
HOOK_300,"In (insert time), I went from (insert before state) to (insert after state).",Personal/Narrative,"Personal Connection/Relatability, Transformation",Personal Transformation,Personal Declaration,Broad/General,General,76,Yes,STORYTELLING
HOOK_301,X years ago we (insert action) to (insert result).,Reflective/Nostalgic,"Personal Connection/Relatability, Time-Based Journey",General/Universal,Time-Based Opening,Broad/General,Story/Narrative,50,Yes,STORYTELLING
HOOK_302,Hi I am (insert first name) and I am starting (insert business) from scratch.,Welcoming/Intro,"Personal Connection/Relatability, First-Person Authority",Business/Entrepreneurship,Introduction/Welcome,Beginners/Starters,General,77,Yes,STORYTELLING
HOOK_303,This is the story of how I managed to do (insert achievement).,Personal/Narrative,Personal Connection/Relatability,Life Journey/Age-Specific,Personal Declaration,Age-Specific,Story/Narrative,62,Yes,STORYTELLING
HOOK_304,I am (insert age) having an identity crisis.,Vulnerable/Dramatic,"Personal Connection/Relatability, Vulnerability/Drama, First-Person Authority",Life Journey/Age-Specific,Personal Declaration,Age-Specific,General,44,Yes,STORYTELLING
HOOK_305,(# days/months/years) ago I quit (insert thing).,Personal/Narrative,Personal Connection/Relatability,Life Changes/Fresh Start,Personal Declaration,Broad/General,General,48,Yes,STORYTELLING
HOOK_306,This is probably the scariest thing I have ever done.,Vulnerable/Dramatic,"Personal Connection/Relatability, Vulnerability/Drama",General/Universal,Personal Declaration,Broad/General,General,53,No,STORYTELLING
HOOK_307,This girl/boy was in her/his flop era.,Vulnerable/Dramatic,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,38,No,STORYTELLING
HOOK_308,Is it possible for (insert description) to make (insert $) a month?,Curious/Question,"Personal Connection/Relatability, Possibility/Hope, Financial Success",General/Universal,Question/Possibility,Variable/Customizable,General,67,Yes,STORYTELLING
HOOK_309,I did everything right.,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,23,No,STORYTELLING
HOOK_310,"So I recently started feeling ""the pressure"" everyone talks about.",Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,66,No,STORYTELLING
HOOK_311,Can you (insert dream result) after (insert shortcut).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,54,Yes,STORYTELLING
HOOK_312,After X years of I (insert action) because I realized one thing: (insert statement).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,84,Yes,STORYTELLING
HOOK_313,X years ago (insert people) (insert action).,Reflective/Nostalgic,"Personal Connection/Relatability, Time-Based Journey",General/Universal,Time-Based Opening,Broad/General,Story/Narrative,44,Yes,STORYTELLING
HOOK_314,I'm (insert action) in (insert time) and I just (insert action).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,64,Yes,STORYTELLING
HOOK_315,"1 Year Ago today, I",Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,19,No,STORYTELLING
HOOK_316,I'm (insert age) and I'm not ashamed to admit that >>,Personal/Narrative,Personal Connection/Relatability,Life Journey/Age-Specific,Personal Declaration,Age-Specific,General,53,Yes,STORYTELLING
HOOK_317,"When I (insert action), people said (insert feedback).",Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,54,Yes,STORYTELLING
HOOK_318,"X days/weeks/months/years into my (insert action), my worst nightmare became my reality.",Vulnerable/Dramatic,"Personal Connection/Relatability, Vulnerability/Drama, First-Person Authority",General/Universal,Time-Based Opening,Broad/General,General,88,Yes,STORYTELLING
HOOK_319,"It all started when this boy/girl, (insert action).",Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,51,Yes,STORYTELLING
HOOK_320,"X days/weeks/months ago my (insert person) and I (insert action), (insert action), and (insert action) this is how it's going.",Reflective/Nostalgic,"Personal Connection/Relatability, First-Person Authority",General/Universal,Time-Based Opening,Broad/General,General,126,Yes,STORYTELLING
HOOK_321,I woke up this morning thinking about (insert thought),Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,54,Yes,STORYTELLING
HOOK_322,X days/months/years I (insert life event) and decided to quit (insert bad habit),Reflective/Nostalgic,Personal Connection/Relatability,Life Changes/Fresh Start,Time-Based Opening,Broad/General,General,80,Yes,STORYTELLING
HOOK_323,X days/months/years I started (insert action) again after being stuck at (insert pain point),Reflective/Nostalgic,Personal Connection/Relatability,General/Universal,Time-Based Opening,Broad/General,General,92,Yes,STORYTELLING
HOOK_324,X days/months/years I started (insert action) thinking it would magically solve (insert pain point) but here is what ended up happening,Reflective/Nostalgic,Personal Connection/Relatability,General/Universal,Time-Based Opening,Broad/General,General,135,Yes,STORYTELLING
HOOK_325,I am an X year old (insert occupation) from (insert location) and I just (insert action),Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",Life Journey/Age-Specific,Personal Declaration,Age-Specific,General,88,Yes,STORYTELLING
HOOK_326,X days/months/years ago I (insert big risk),Reflective/Nostalgic,Personal Connection/Relatability,General/Universal,Time-Based Opening,Broad/General,General,43,Yes,STORYTELLING
HOOK_327,I am starting/started a (insert business) from scratch,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",Business/Entrepreneurship,Personal Declaration,Beginners/Starters,General,54,Yes,STORYTELLING
HOOK_328,So I recently started feeling (insert feeling) everyone talks about,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,67,Yes,STORYTELLING
HOOK_329,The secret is out I am (insert action),Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,38,Yes,STORYTELLING
HOOK_330,I got (insert dream result) without (pain point/points) here's how,Personal/Narrative,"Personal Connection/Relatability, Clarity/How-To",General/Universal,Personal Declaration,Broad/General,General,66,Yes,STORYTELLING
HOOK_331,So I (insert shocking action) for over (insert time frame),Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,58,Yes,STORYTELLING
HOOK_332,So I messed up,Raw/Edgy,"Personal Connection/Relatability, Vulnerability/Drama",General/Universal,Personal Declaration,Broad/General,General,14,No,STORYTELLING
HOOK_333,I developed an X addiction so strong I physically can not stop (insert action),Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,78,Yes,STORYTELLING
HOOK_334,X years it took me from (insert bad situation/result) to (insert good situation/result),Personal/Narrative,"Personal Connection/Relatability, Transformation",General/Universal,Personal Declaration,Broad/General,General,87,Yes,STORYTELLING
HOOK_335,X days/months/years ago I bought a (insert noun) as a (insert age) with a full-time (insert job).,Reflective/Nostalgic,Personal Connection/Relatability,"Life Journey/Age-Specific, Career/Work",Time-Based Opening,Age-Specific,General,97,Yes,STORYTELLING
HOOK_336,We (insert action) over # of the most (insert adjective) (insert profession) and # responded.,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,93,Yes,STORYTELLING
HOOK_337,I hate to say this but my wake up call wasn't as (insert scenario) no my first wake up call was (insert scenario).,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,114,Yes,STORYTELLING
HOOK_338,Is it possible to get (insert dream result) without your daddy being the CEO of apple.,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,86,Yes,STORYTELLING
HOOK_339,If you're new to this channel let me catch you up.,Welcoming/Intro,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,50,No,STORYTELLING
HOOK_340,The worst part about being a (insert title) is I literally do not ...,Personal/Narrative,Personal Connection/Relatability,Career/Work,Personal Declaration,Professional/Business,General,69,Yes,STORYTELLING
HOOK_341,Living in a (insert adjective) household has led me to literally having (insert bad result).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,92,Yes,STORYTELLING
HOOK_342,Nothing could have prepared me for how it feels being in your (insert age group) and (insert situation).,Personal/Narrative,Personal Connection/Relatability,Life Journey/Age-Specific,Personal Declaration,Age-Specific,General,104,Yes,STORYTELLING
HOOK_343,"So apparently your frontal lobe does not develop fully until your age 25, so here are some things I have realized since it came in.",Personal/Narrative,Personal Connection/Relatability,Life Journey/Age-Specific,Personal Declaration,Age-Specific,General,131,No,STORYTELLING
HOOK_344,"I tried a # hour (insert noun) routine, which is much harder than you think.",Personal/Narrative,Personal Connection/Relatability,Lifestyle/Productivity,Personal Declaration,Broad/General,General,76,Yes,STORYTELLING
HOOK_345,You think you're a (insert label)? Well let me introduce you to my life.,Curious/Question,"Personal Connection/Relatability, First-Person Authority",General/Universal,Question/Possibility,Variable/Customizable,General,72,Yes,STORYTELLING
HOOK_346,My (insert person) and I tried a whole (insert time frame) without (insert action).,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,83,Yes,STORYTELLING
HOOK_347,"(insert quote) the first time I heard this I was (insert action), and my (insert person) just dropped that line out of nowhere.",Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,127,Yes,STORYTELLING
HOOK_348,Build a (insert noun) with me while I (insert action).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,54,Yes,STORYTELLING
HOOK_349,I have had 0 (insert noun) in (insert time frame).,Personal/Narrative,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,50,Yes,STORYTELLING
HOOK_350,"Did you know you can start your own (insert business) from home without (insert pain point), (insert pain point), and (insert pain point).",Personal/Narrative,Personal Connection/Relatability,Business/Entrepreneurship,Personal Declaration,Broad/General,General,138,Yes,STORYTELLING
HOOK_351,I would like to welcome you to my (insert location).,Welcoming/Intro,"Personal Connection/Relatability, First-Person Authority",General/Universal,Introduction/Welcome,Broad/General,General,52,Yes,STORYTELLING
HOOK_352,"Let me show yall how to make (insert $) per day, but installing a simple (insert noun).",Personal/Narrative,"Personal Connection/Relatability, Financial Success",General/Universal,Personal Declaration,Broad/General,Tutorial,87,Yes,STORYTELLING
HOOK_353,Have you ever thought about starting your own (insert business)?,Curious/Question,Personal Connection/Relatability,Business/Entrepreneurship,Question/Possibility,Beginners/Starters,General,64,Yes,STORYTELLING
HOOK_354,Day # of trying a new hobby to recover from burnout.,Personal/Narrative,"Personal Connection/Relatability, Transformation",General/Universal,Personal Declaration,Broad/General,Series/Journey,52,No,STORYTELLING
HOOK_355,"My (insert noun) made me (insert $) last month, and what's crazy about this is I used no money to start this business.",Personal/Narrative,"Personal Connection/Relatability, Financial Success, First-Person Authority",Business/Entrepreneurship,Personal Declaration,Broad/General,General,118,Yes,STORYTELLING
HOOK_356,Make (insert noun) and (insert noun) with me from my online (insert business) and a (insert label).,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",Business/Entrepreneurship,Personal Declaration,Variable/Customizable,General,99,Yes,STORYTELLING
HOOK_357,Hi i'm (insert name) a (insert #) generation (insert title) who shares tips about (insert niche) and (insert result),Personal/Narrative,Personal Connection/Relatability,Career/Work,Personal Declaration,Professional/Business,General,116,Yes,STORYTELLING
HOOK_358,Starting a (insert business) at (insert age).,Personal/Narrative,Personal Connection/Relatability,"Business/Entrepreneurship, Life Journey/Age-Specific",Personal Declaration,Age-Specific,General,45,Yes,STORYTELLING
HOOK_359,Welcome to day # of starting my life over at (insert age).,Welcoming/Intro,"Personal Connection/Relatability, First-Person Authority",Life Journey/Age-Specific,Introduction/Welcome,Age-Specific,Series/Journey,58,Yes,STORYTELLING
HOOK_360,"I have something to address, over the last week I have gained (insert #) of followers.",Personal/Narrative,"Personal Connection/Relatability, Time-Based Journey",Personal Transformation,Personal Declaration,Broad/General,General,86,Yes,STORYTELLING
HOOK_361,This is how I ended up taking the biggest risk of my life.,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Story Promise,Broad/General,General,58,No,STORYTELLING
HOOK_362,In 1 year I (insert verb) over (insert pounds) of (insert noun) in my extremely small (insert location).,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,104,Yes,STORYTELLING
HOOK_363,I fcked up. I bought literally a (insert metric) of (insert noun). And for the last (insert time) I have been turning them into (insert results).,Raw/Edgy,Personal Connection/Relatability,General/Universal,Personal Declaration,Broad/General,General,145,Yes,STORYTELLING
HOOK_364,I finally built it. For the last # years I've been turning (insert noun) into (insert noun).,Personal/Narrative,"Personal Connection/Relatability, First-Person Authority",General/Universal,Personal Declaration,Broad/General,General,92,Yes,STORYTELLING
HOOK_365,Is it possible to go from (insert before state) to (insert after state) just by (insert action).,Personal/Narrative,"Personal Connection/Relatability, Transformation",General/Universal,Personal Declaration,Broad/General,General,96,Yes,STORYTELLING
HOOK_366,This is (insert large number) of (insert item).,Quirky/Entertaining,Entertainment/Curiosity,General/Universal,Statement/Challenge,Broad/General,General,47,Yes,RANDOM
HOOK_367,This is my (insert item) and this is (insert random action) if I were (insert random action).,Quirky/Entertaining,"Entertainment/Curiosity, First-Person Authority",General/Universal,Statement/Challenge,Broad/General,General,93,Yes,RANDOM
HOOK_368,You're losing your boyfriend/girlfriend this week to (insert event/hobby).,Humorous/Provocative,"Entertainment/Curiosity, Humor/Relatable Pain",General/Universal,Statement/Challenge,Broad/General,General,74,Yes,RANDOM
HOOK_369,What (insert title) says vs what they mean.,Quirky/Entertaining,Entertainment/Curiosity,Career/Work,Comparison,Professional/Business,General,43,Yes,RANDOM
HOOK_370,(insert trend) is the most disgusting trend on social media.,Humorous/Provocative,"Entertainment/Curiosity, Humor/Relatable Pain",General/Universal,Statement/Challenge,Broad/General,General,60,Yes,RANDOM
HOOK_371,"I do not believe in (insert common belief), I believe in (insert your belief).",Quirky/Entertaining,Entertainment/Curiosity,General/Universal,Statement/Challenge,Broad/General,General,78,Yes,RANDOM
HOOK_372,"If you like these (insert job title), you'll probably like my (insert work).",Quirky/Entertaining,"Entertainment/Curiosity, First-Person Authority",Career/Work,Statement/Challenge,Professional/Business,General,76,Yes,RANDOM
HOOK_373,"(insert big brand) didn't want to sponsor this video, let me show you what they're missing out on.",Sarcastic/Playful,"Entertainment/Curiosity, Underdog/Defiance",General/Universal,Statement/Challenge,Broad/General,Video,98,Yes,RANDOM
HOOK_374,I am trying a different (insert noun) for each letter of the alphabet.,Quirky/Entertaining,"Entertainment/Curiosity, First-Person Authority",General/Universal,Statement/Challenge,Broad/General,General,70,Yes,RANDOM
HOOK_375,My (insert person) has never been in the (insert place) before let's see if she can tell who is (insert adjective) or not.,Quirky/Entertaining,"Entertainment/Curiosity, First-Person Authority",General/Universal,Statement/Challenge,Broad/General,General,122,Yes,RANDOM
HOOK_376,"If I get this in, then I have to (insert verb).",Quirky/Entertaining,Entertainment/Curiosity,General/Universal,Statement/Challenge,Broad/General,General,47,Yes,RANDOM
HOOK_377,My (insert before state) used to look like this and now they look like this.,Expert/Authoritative,"Social Proof/Results, First-Person Authority",General/Universal,Results Statement,Broad/General,General,76,Yes,AUTHORITY
HOOK_378,10 YEARS it took me from (insert before state) to (insert after state).,Transformational/Proof,"Social Proof/Results, Authority/Credibility",General/Universal,Before/After Transformation,Broad/General,General,71,Yes,AUTHORITY
HOOK_379,How to turn this into this in X simple steps.,Expert/Authoritative,"Social Proof/Results, Ease/Accessibility",General/Universal,How-To/Method,Broad/General,Tutorial,45,No,AUTHORITY
HOOK_380,(insert big result) from (insert item/thing). Here's how you can do it in X steps.,Expert/Authoritative,"Social Proof/Results, Clarity/How-To",General/Universal,Results Statement,Broad/General,General,82,Yes,AUTHORITY
HOOK_381,Over the past (insert time) I've grown my (insert thing) from (insert before) to (insert after).,Transformational/Proof,"Social Proof/Results, First-Person Authority",General/Universal,Before/After Transformation,Broad/General,General,96,Yes,AUTHORITY
HOOK_382,Just # (insert item/action) took my client from (insert before) to (insert after).,Transformational/Proof,"Social Proof/Results, Third-Party Validation, First-Person Authority",Business/Entrepreneurship,Before/After Transformation,Broad/General,General,82,Yes,AUTHORITY
HOOK_383,My customer/client got (insert dream result) without (insert pain point).,Results-Focused,"Social Proof/Results, Third-Party Validation, First-Person Authority",Business/Entrepreneurship,Results Statement,Broad/General,General,73,Yes,AUTHORITY
HOOK_384,If I were to create a collab campaign for (insert big brands) here's how I would do it.,Expert/Authoritative,"Social Proof/Results, Clarity/How-To",General/Universal,How-To/Method,Broad/General,General,87,Yes,AUTHORITY
HOOK_385,How I got my (insert item/thing) from this to this.,Transformational/Proof,"Social Proof/Results, Visual Proof, First-Person Authority",General/Universal,Before/After Transformation,Broad/General,General,51,Yes,AUTHORITY
HOOK_386,I became a (insert achievement) at (insert age) and if I could give you X pieces of advice it would be ...,Expert/Authoritative,"Social Proof/Results, Authority/Credibility",Life Journey/Age-Specific,Results Statement,Age-Specific,General,106,Yes,AUTHORITY
HOOK_387,Everyone is complimenting on my (insert noun) because of one (insert noun) routine that I do.,Expert/Authoritative,"Social Proof/Results, First-Person Authority",Lifestyle/Productivity,Results Statement,Broad/General,General,93,Yes,AUTHORITY
HOOK_388,I lost over (insert metric) in (insert time frame) and here are the # of things I would do if I was to start all over.,Expert/Authoritative,Social Proof/Results,Personal Transformation,Results Statement,Broad/General,General,118,Yes,AUTHORITY
HOOK_389,My customer/client got (insert dream result) with out (insert pain point) and here's how.,Results-Focused,"Social Proof/Results, Third-Party Validation, Clarity/How-To, First-Person Authority",Business/Entrepreneurship,Results Statement,Broad/General,General,89,Yes,AUTHORITY
HOOK_390,I am in a (insert noun) and these # habits dramatically transformed my (insert noun).,Expert/Authoritative,"Social Proof/Results, First-Person Authority",General/Universal,Results Statement,Broad/General,General,85,Yes,AUTHORITY
HOOK_391,I got (insert dream result) on all of my (insert noun) with minimal (insert action) and here's how.,Expert/Authoritative,"Social Proof/Results, Ease/Accessibility, Clarity/How-To, First-Person Authority",General/Universal,Results Statement,Broad/General,General,99,Yes,AUTHORITY
HOOK_392,If I were to create a (insert noun) today this is how I would do it.,Expert/Authoritative,Social Proof/Results,General/Universal,How-To/Method,Broad/General,General,68,Yes,AUTHORITY
HOOK_393,"If I ever made it to the news I thought it would at least be for something illegal, turns out it's for (insert dream result).",Expert/Authoritative,"Social Proof/Results, Financial Success",General/Universal,Results Statement,Broad/General,General,125,Yes,AUTHORITY
HOOK_394,(insert well known brand) commented that I am their new favorite (insert title).,Expert/Authoritative,"Social Proof/Results, First-Person Authority",Career/Work,Results Statement,Professional/Business,General,80,Yes,AUTHORITY
HOOK_395,What I (insert action) in a day as someone who has achieved (insert dream result).,Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,82,Yes,AUTHORITY
HOOK_396,I literally used to have a (insert before state).,Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,49,Yes,AUTHORITY
HOOK_397,My (insert noun) went from this to this in the last (insert time frame) and this is what I done.,Transformational/Proof,"Social Proof/Results, Visual Proof, First-Person Authority",Personal Transformation,Before/After Transformation,Broad/General,General,96,Yes,AUTHORITY
HOOK_398,I have been pretty much doing the same (insert noun) for the past (insert time frame) and they have legit (insert dream result).,Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,128,Yes,AUTHORITY
HOOK_399,When I was (insert before state) I was constantly (insert pain point).,Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,70,Yes,AUTHORITY
HOOK_400,In (insert year) my business made (insert dollar amount).,Expert/Authoritative,"Social Proof/Results, Financial Success, First-Person Authority",Business/Entrepreneurship,Results Statement,Broad/General,General,57,Yes,AUTHORITY
HOOK_401,As a (insert title) for several years whose (insert action) often get asked (insert name) (insert question).,Expert/Authoritative,Social Proof/Results,Career/Work,Results Statement,Professional/Business,General,108,Yes,AUTHORITY
HOOK_402,I have never ended (insert noun) with a (insert result) or below.,Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,65,Yes,AUTHORITY
HOOK_403,He/she (insert action) for one day and got (insert dream result).,Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,65,Yes,AUTHORITY
HOOK_404,I jumped my (insert noun) from (insert before state) to (insert dream result).,Expert/Authoritative,"Social Proof/Results, First-Person Authority",General/Universal,Before/After Transformation,Broad/General,General,78,Yes,AUTHORITY
HOOK_405,This used to be my (insert noun) this is my (insert noun) now.,Expert/Authoritative,"Social Proof/Results, First-Person Authority",General/Universal,Results Statement,Broad/General,General,62,Yes,AUTHORITY
HOOK_406,"I have been able to go from this, to this.",Expert/Authoritative,Social Proof/Results,General/Universal,Before/After Transformation,Broad/General,General,42,No,AUTHORITY
HOOK_407,Things I wish I knew before my (insert noun) that took me from this to this.,Transformational/Proof,"Social Proof/Results, Visual Proof, First-Person Authority",General/Universal,Before/After Transformation,Broad/General,General,76,Yes,AUTHORITY
HOOK_408,"The (insert noun) I (insert action) everyday that took me from this, to this.",Expert/Authoritative,Social Proof/Results,General/Universal,Before/After Transformation,Broad/General,General,77,Yes,AUTHORITY
HOOK_409,I went from this to this.,Transformational/Proof,"Social Proof/Results, Visual Proof",Personal Transformation,Before/After Transformation,Broad/General,General,25,No,AUTHORITY
HOOK_410,No because my transformation from (insert age) to (insert age) ought to be studied.,Confident/Assertive,"Social Proof/Results, Visual Proof, First-Person Authority","Personal Transformation, Life Journey/Age-Specific",Before/After Transformation,Age-Specific,General,83,Yes,AUTHORITY
HOOK_411,After (insert dream result) here is one thing I learned the hard way so you don't have to.,Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,90,Yes,AUTHORITY
HOOK_412,Okay bish you don't need to (insert action) to (insert dream result) coming from someone who (insert dream result).,Confident/Assertive,Social Proof/Results,General/Universal,Before/After Transformation,Broad/General,General,115,Yes,AUTHORITY
HOOK_413,"I (insert dream result) in the past (insert time frame), here's proof.",Expert/Authoritative,Social Proof/Results,General/Universal,Results Statement,Broad/General,General,70,Yes,AUTHORITY
HOOK_414,Here's how my student/client/customer went from (insert before result) to (insert after result) and (insert symptom due to result).,Transformational/Proof,"Social Proof/Results, Third-Party Validation, Clarity/How-To, First-Person Authority","Business/Entrepreneurship, Personal Transformation",Before/After Transformation,Broad/General,General,131,Yes,AUTHORITY
HOOK_415,"% of the time when I am in (insert situation) I get (insert result), and today I will be showing you my (insert noun) routine so I can help you achieve (insert dream result).",Expert/Authoritative,"Social Proof/Results, First-Person Authority",Lifestyle/Productivity,Results Statement,Broad/General,General,174,Yes,AUTHORITY
HOOK_416,This is how I got my (insert noun) from this to this completely natural.,Transformational/Proof,"Social Proof/Results, Visual Proof, First-Person Authority",General/Universal,Before/After Transformation,Broad/General,General,72,Yes,AUTHORITY
HOOK_417,Nobody believes me if I say I went from this to this.,Transformational/Proof,"Social Proof/Results, Visual Proof",Personal Transformation,Before/After Transformation,Broad/General,General,53,No,AUTHORITY
HOOK_418,These are the products I use to keep (insert noun) (insert noun) and (insert adjective) as a (insert title).,Expert/Authoritative,Social Proof/Results,Career/Work,Results Statement,Professional/Business,General,108,Yes,AUTHORITY
HOOK_419,Same recipe but different (insert noun). For this (insert noun) I used my # tips to make (insert dream result) at home and you can really tell it makes a big difference.,Expert/Authoritative,"Social Proof/Results, First-Person Authority",General/Universal,Results Statement,Broad/General,General,169,Yes,AUTHORITY
HOOK_420,"(insert noun) is my second (insert noun) and here are the # (insert noun) I did over, and over, and over again to improve my (insert noun).",Expert/Authoritative,"Social Proof/Results, First-Person Authority",General/Universal,Results Statement,Broad/General,General,139,Yes,AUTHORITY
HOOK_421,How I took this (insert title) from 0 to (insert #) of (insert noun) in 1 week.,Expert/Authoritative,Social Proof/Results,Career/Work,Before/After Transformation,Professional/Business,General,79,Yes,AUTHORITY
